Area,Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,Circularity,Perimeter
256,154.1445313,78.78515625,21.62231078,15.60271096,0.692307737,-78.28246509,0.897793392,59.86
191,154.8638743,57.58115183,18.50402915,13.53033286,0.68215233,73.85986881,0.991546363,49.2
77,155.038961,15.15584416,14.03328919,7.737314136,0.83427121,28.31890803,0.859945425,33.544
191,161.2303665,42.64921466,19.52524623,13.11790722,0.740693248,-62.74628286,0.846900518,53.236
207,163.826087,22.99516908,18.43036335,14.97346157,0.583052581,73.93937273,0.880507723,54.353
263,167.0684411,67.51711027,21.55048279,16.30939689,0.653646966,-82.05157835,0.861325133,61.944
244,167.192623,88.56557377,22.37732575,14.2948057,0.769366527,65.05388681,0.88605576,58.826
254,174.5826772,34.45275591,20.13346553,16.59522138,0.566210689,56.60683993,0.96721716,57.446
174,174.5,52.98275862,15.338126,14.75942352,0.272095237,-55.43001395,1.020477691,46.289
232,181.3275862,78.04310345,21.33546176,14.59549084,0.729392562,69.72849297,0.887826232,57.304
172,185.25,61.84302326,18.52679979,12.21445372,0.751892544,31.80052996,0.903826495,48.902
136,184.2720588,20.17647059,16.16422849,11.20118583,0.720974721,56.6013797,0.960630153,42.179
211,187.2227488,44.98578199,18.20482916,15.36687863,0.536170011,-74.65340824,0.861770546,55.469
167,188.9820359,87.44311377,23.46005563,9.697005905,0.910576252,54.86695864,0.718667162,54.038
277,195.5162455,30.93862816,22.78861379,16.28368871,0.699580578,-55.13749328,0.910081834,61.845
155,196.3612903,12.61290323,17.36078736,11.70207562,0.738683783,-53.63553058,0.932588715,45.701
159,196.2515723,67.88050314,18.70676795,11.18672368,0.801493052,74.2018074,0.925574087,46.462
113,198.5221239,49.95575221,17.15413454,8.64288497,0.863798841,77.55227606,0.920193187,39.283
230,204.173913,80.46956522,22.42414271,13.38735934,0.802236386,66.16129548,0.924709508,55.907
185,208.6648649,27.54594595,19.5362573,12.65905104,0.761659657,-67.79230217,0.904838938,50.688
236,210.1652542,60.70338983,20.18985942,15.4931958,0.641198429,42.82707532,0.904174666,57.271
243,211.7530864,92.47325103,25.15989071,13.03939845,0.855222306,64.10473688,0.794131961,62.01
182,210.5989011,46.17582418,17.29101168,14.27374336,0.564401,-0.044169984,0.965513965,48.67
216,224.2546296,38.23148148,22.67697398,12.75150473,0.826926052,-6.838941269,0.810366739,57.875
269,221.6171004,70.39776952,23.7105793,14.7927191,0.781514666,56.3451398,0.931767538,60.232
291,225.395189,23.97594502,22.8554072,16.70654267,0.682413081,-28.79955965,0.954041387,61.911
331,226.9577039,92.39274924,26.02430242,17.03681682,0.755931884,66.29157576,0.828227719,70.867
234,229.0854701,51.93589744,20.58336216,14.72502409,0.698730714,23.4857688,0.976296403,54.881
329,242.4133739,19.03951368,30.08140685,16.19678206,0.842669175,-22.23315876,0.651270816,79.675
153,234.496732,75.92810458,14.69856556,14.12548856,0.276508869,13.77768521,0.97191956,44.477
210,241.5190476,60.51428571,21.32877846,12.95000813,0.794578629,25.9699278,0.855156096,55.551
179,245.027933,34.24581006,21.18426624,11.05488013,0.853040997,5.60670092,0.865017185,50.994
152,244.9736842,45.80263158,17.02862615,11.88786638,0.715989825,-18.76860744,0.938159692,45.122
258,248.7015504,85.68992248,25.94738071,13.3498885,0.857491278,32.07394419,0.813810168,63.118
200,249.39,71.36,19.37710867,13.62230252,0.711179894,31.96121054,0.93114775,51.953
240,260.7791667,56.13333333,22.01759405,14.71374063,0.743917061,0.51163849,0.846822884,59.678
345,265.3333333,42.72753623,30.79533226,15.96475035,0.855129397,-26.63589415,0.669665781,80.461
163,260.9141104,24.36196319,15.66779047,14.14659227,0.429831319,32.37076989,0.925644825,47.041
222,270.2792793,13.52252252,18.91008363,16.54803176,0.483959579,1.055172339,0.8427204,57.536
268,268.8955224,67.44776119,28.86494408,12.72008929,0.897666211,41.12419129,0.73605756,67.642
307,268.5407166,90.42345277,22.07386883,18.84362586,0.520827198,-65.78401279,0.863112609,66.856
247,276.3481781,32.93522267,20.17247927,16.10134243,0.602414241,-62.55065121,0.969985336,56.568
199,278.2261307,76.47738693,17.33558264,15.06272677,0.495003967,49.42250878,1.005504929,49.87
254,289.4015748,17.29527559,28.36292805,11.98816476,0.906283561,13.34150463,0.71801011,66.674
270,290.1888889,55.43703704,27.83093692,13.03233263,0.883586574,-6.142885931,0.744828289,67.493
290,287.4862069,89.95172414,25.22854806,15.45968527,0.790249381,73.77108511,0.838381546,65.93
157,290.6878981,67.34394904,16.58008062,13.48309918,0.58196936,13.3429068,0.868818425,47.653
135,294.8148148,44.71851852,19.24475867,11.10891726,0.816571869,10.19658625,0.679453435,49.968
89,289.258427,37.82022472,14.4489649,8.434446178,0.811940277,27.27954831,0.942643533,34.445
144,293.3611111,27.27777778,18.53537703,10.65660617,0.818200255,25.11217799,0.856779397,45.957
199,299.6733668,78.63316583,23.27625971,11.33044924,0.873523848,86.28057818,0.763724767,57.222
166,305.5963855,27.46987952,21.31733792,11.39128434,0.845252499,57.93163471,0.763068854,52.285
195,308.8769231,71.34358974,25.52677771,12.03738112,0.881834527,-75.3060937,0.605839463,63.598
269,310.9628253,38.60223048,35.43632617,11.11985561,0.949489697,56.12490636,0.563518379,77.451
200,313.885,15.405,22.12997644,13.79328856,0.78199454,-51.184138,0.721997737,59
293,319.8464164,62.09897611,26.68812883,14.80496131,0.832024039,-25.04959817,0.783108346,68.569
272,322.4595588,41.38602941,29.72406037,12.94676747,0.900157165,38.75735449,0.707064925,69.528
294,317.7789116,85.40136054,28.696823,13.3162795,0.885817792,66.73250114,0.79807067,68.039
230,330.7086957,51.6173913,18.90438443,18.17187499,0.275671601,2.297010249,0.775243842,61.059
230,333.6608696,25.53043478,18.29418261,16.97094101,0.37340426,-32.18019346,0.932700192,55.667
365,335.0958904,76.59178082,28.32977181,17.09395558,0.797444784,63.61006833,0.898735704,71.439
246,347.3292683,40.82520325,26.00381678,12.94456289,0.86729488,-41.22009599,0.805416066,61.953
286,350.1958042,16.70629371,21.68365835,17.2412649,0.606442789,7.568246988,0.934898579,62.002
270,346.0296296,56.53703704,21.81867927,17.80631337,0.577904937,-72.83071117,0.744453219,67.51
343,360.0204082,33.03498542,27.21296463,17.39697508,0.768965764,-23.5451743,0.741157286,76.26
125,358.568,71.808,24.95398122,6.731840737,0.962924729,13.72048312,0.593056299,51.465
143,358.6713287,63.23776224,18.44739678,11.45041233,0.7840433,20.43980968,0.796852873,47.488
307,360.1986971,84.08794788,24.87209866,16.58361582,0.745276267,50.3396556,0.861205093,66.93
387,371.1782946,51.10852713,23.32351485,21.60961583,0.376254718,-7.133149192,0.956678765,71.298
305,372.8459016,21.73442623,26.60685597,15.00384742,0.825836885,-29.73152707,0.863653548,66.617
186,379.2043011,12.04301075,27.03963418,10.0808297,0.927904973,-37.1732377,0.63069055,60.877
277,380.2779783,71.71119134,25.11545205,15.02859118,0.801212233,-53.68686395,0.802599594,65.856
228,383.9561404,36.88596491,19.36168223,17.06670394,0.472243695,81.85217887,0.777953023,60.687
144,388.1666667,53.40277778,19.18527269,9.79777012,0.859763586,54.64140366,0.909668516,44.601
193,391.9585492,93.6373057,19.29698392,13.60490631,0.709179864,-27.44872941,0.935715703,50.911
169,394.6745562,65.24852071,18.66657353,12.01349013,0.765376294,4.491823275,0.919528475,48.058
303,399.4554455,79.89108911,20.32238916,19.54448445,0.274027739,38.01701869,0.948766308,63.35
229,401.6419214,16.55895197,24.74027552,13.20274082,0.845703065,38.05462283,0.775654198,60.91
229,397.8908297,35.53275109,20.93003441,14.72096749,0.710851849,-65.47847291,0.900348309,56.535
203,402.4039409,53.408867,18.00180564,15.21782583,0.534212907,-50.8560236,0.880059291,53.839
128,408.7421875,27.75,17.94629868,9.84421423,0.836126085,-12.11936238,0.775729088,45.536
323,414.6470588,88.85758514,25.99885106,17.06879619,0.754307596,37.54264487,0.850343846,69.089
249,414.1967871,68.57831325,19.5524,16.64964935,0.524289753,-64.82106905,0.961453676,57.048
251,417.0318725,40.5936255,23.12534871,14.59736243,0.775597508,-7.61956166,0.866797643,60.323
106,415.5754717,51.77358491,13.44024886,11.17535708,0.55554812,4.233000752,0.918397338,38.084
295,419.9118644,15.16610169,21.98836086,18.12263446,0.566310248,30.03001397,0.889718955,64.549
294,433.9387755,33.05782313,30.50972507,14.32692892,0.882886925,-2.47427102,0.642231837,75.846
121,427.1570248,53.19008264,18.89772277,8.590300941,0.890712013,39.21991,0.844078984,42.443
270,432.3925926,64.29259259,22.62399483,15.63260334,0.72287914,25.302942,0.923267261,60.621
225,431.7333333,81.98666667,19.53418204,15.79070046,0.588685018,-31.34763495,0.89903453,56.08
297,439.0505051,20.8013468,28.59161283,13.87300432,0.874396336,5.259431811,0.755253472,70.297
104,430.9711538,96.38461538,13.4088882,10.48202374,0.623626986,13.03127279,0.955466451,36.984
290,447.8,43.8,28.84382121,13.4764145,0.884141013,-1.378044674,0.740589031,70.148
285,448.3614035,72.69824561,24.67532435,15.21550201,0.787254472,8.297862155,0.849501047,64.93
85,442.5411765,53.21176471,14.86515626,8.272334159,0.830853255,-6.290567952,0.853322373,35.38
155,444.1225806,91.14193548,15.16913541,13.74519126,0.423001777,63.15691268,0.920544487,45.999
207,452.8599034,10.96618357,27.27850953,10.7575323,0.918956359,-0.57807858,0.68578504,61.588
228,456.2324561,58.28947368,20.57162324,14.59894993,0.704539816,16.96310602,0.888822677,56.776
208,460.2692308,24.53846154,22.17339013,12.67253865,0.820588051,12.36368167,0.83330519,56.006
317,462.3753943,82.96845426,27.06671207,15.28706874,0.825233139,17.3194598,0.855092131,68.254
365,468.8054795,37.21917808,29.35792687,16.98175793,0.81572593,-12.38883398,0.772705155,77.045
329,472.9270517,65.18237082,24.07862434,18.37192386,0.646401744,45.15417825,0.882747562,68.436
117,470.7863248,50.41880342,17.49935351,9.060850962,0.855512571,-1.940666911,0.847591454,41.649
